file_id	case_id	sample_id	modality	workflow	file_name	advertised_bytes	advertised_md5	status
b0bedc50-f192-4fde-a2d6-2a4696e0408e	afe83af5-af22-49c0-88b4-f1d0dfcbe238	54e85adb-6f45-4815-9816-a18b349cce42	450K	SeSAMe Methylation Beta Estimation	df608514-7b26-49ad-bb2f-ded0de4cce30.methylation_array.sesame.level3betas.txt	13187013	de1792a2db5d78d6c40738a02b4e379d	metadata_candidate_not_QC_eligible
b0dc4a18-3099-46fc-a518-9e411c6c15f3	33e3f736-7990-4f7a-ac35-863247566541	0250727d-cbe6-4d03-89cc-5221ac72a065	RNA	STAR - Counts	3ddd596f-b02f-4b51-a837-3c684437600f.rna_seq.augmented_star_gene_counts.tsv	4226413	5d14d39515b96c4cc35e5560d0332d1f	metadata_candidate_not_QC_eligible
b0eade9b-2ce4-4ffd-9db3-56958b452af6	8b119d1c-6d21-4bbd-8a00-12da7b97d6c4	27e4accb-fbc9-4d65-93d1-169870998203	RNA	STAR - Counts	5fd9d2a8-3a95-440c-a0de-8ad5fd86e156.rna_seq.augmented_star_gene_counts.tsv	4215562	88b52b517e276c84c611088e63c1d0be	metadata_candidate_not_QC_eligible
b180f2a2-d8a6-4523-bd93-ca4ce5b74119	aea68827-dc0f-484d-a00d-06deeaa4b3ce	1e9dac94-1a10-47d0-ae92-81d38a264376	450K	SeSAMe Methylation Beta Estimation	11aabaa8-910f-40d6-af86-a021a43add38.methylation_array.sesame.level3betas.txt	13194115	c3d068ab38e567b9f9b73a912f88f1fa	metadata_candidate_not_QC_eligible
b1b934c9-037c-4e38-b5f3-5bccd93e6556	e21e2af3-dc71-41fa-94ba-7a7929f47d90	ed940a3c-39ed-4127-9174-03ffcf448505	450K	SeSAMe Methylation Beta Estimation	ae5bf0ca-c01f-4a53-92c5-6b0806d5583a.methylation_array.sesame.level3betas.txt	13158041	22ffc29a3f6592dd2e5f50e24dd56d74	metadata_candidate_not_QC_eligible
b1e31090-c4b8-46ee-ab44-e604de639935	349e6f38-2c67-4a69-a777-b9173a2a27cf	174e4405-4848-4e5e-93cc-0cdf2795c91a	450K	SeSAMe Methylation Beta Estimation	72942eb5-2eaf-425e-963b-de0da8295081.methylation_array.sesame.level3betas.txt	13189942	09d0588a7e12097c449548988f071041	metadata_candidate_not_QC_eligible
b1f8cdd8-3952-427a-bf6c-fcd83637105e	62380447-3b94-4e7c-823a-72dd7b4ccf3a	3c17efb2-ed6c-4c73-800c-a5d896d80372	450K	SeSAMe Methylation Beta Estimation	593c3959-c499-41ff-90d5-444b32d92c70.methylation_array.sesame.level3betas.txt	13071899	49b97c7589fa5e32b5bc6741711d55ba	metadata_candidate_not_QC_eligible
b2496625-f7e1-40df-aff1-a78105c25ebe	0fe909ea-d52c-4b71-816f-57f62d4a5744	f716c981-41d1-479d-962e-881d6199abce	450K	SeSAMe Methylation Beta Estimation	aa6466a7-cbcc-4a8e-8cc6-f2ec2f9c61a2.methylation_array.sesame.level3betas.txt	13186492	03195f5f1579c9eaf3131178e56973c3	metadata_candidate_not_QC_eligible
b25c098a-ca6a-4458-9e0a-4399ec49680c	9f81c602-8afa-4588-b0b6-6e5a1a128d5a	4d85772b-287e-4790-b1e8-cd1c0e88ad48	450K	SeSAMe Methylation Beta Estimation	e2822b2f-317d-416a-b384-faa0b7fcc85e.methylation_array.sesame.level3betas.txt	13190692	b7b55d721badf13825c2cfd8e503025e	metadata_candidate_not_QC_eligible
b2f56684-e2df-4182-88a6-a1571e3e2030	75589307-f141-4d0d-b35d-adbbc77b3dec	cba50f48-facb-4eb3-9a72-73c5b585bdc6	450K	SeSAMe Methylation Beta Estimation	1bfeadb5-7507-4d99-bb33-71816275accc.methylation_array.sesame.level3betas.txt	13096883	580dd9648c595841652e97340afc75e8	metadata_candidate_not_QC_eligible
b3315d2a-a740-412d-b3c8-3d043fdc845c	1b31cdb3-1837-49d6-a857-1830f8800299	5aa09c6e-a062-4834-aa6d-4ec1bed510d7	450K	SeSAMe Methylation Beta Estimation	843ee035-4b34-4730-8e18-12dc95052f9b.methylation_array.sesame.level3betas.txt	13163682	47a14e1e9f8699242193708351b971ee	metadata_candidate_not_QC_eligible
