pert_id	cmap_name	cell_iname	pert_time	pert_time_unit	pert_dose	pert_dose_unit	qc_pass	is_hiq	nsample	n_signatures
BRD-K81418486	vorinostat	PC3	24	h	0.37	uM	1	1	2	1
BRD-K81418486	vorinostat	PC3	24	h	0.37	uM	1	1	3	1
BRD-K81418486	vorinostat	PC3	24	h	0.37037	uM	1	0	3	3
BRD-K81418486	vorinostat	PC3	24	h	0.37037	uM	1	1	3	1
BRD-K81418486	vorinostat	PC3	24	h	0.3704	uM	0	0	1	1
BRD-K81418486	vorinostat	PC3	24	h	0.4	uM	0	0	3	1
BRD-K81418486	vorinostat	PC3	24	h	0.4	uM	1	0	12	1
BRD-K81418486	vorinostat	PC3	24	h	0.4	uM	1	1	2	1
BRD-K81418486	vorinostat	PC3	24	h	0.4	uM	1	1	3	1
BRD-K81418486	vorinostat	PC3	24	h	0.5	uM	0	0	1	1
BRD-K81418486	vorinostat	PC3	24	h	0.5	uM	0	0	2	7
BRD-K81418486	vorinostat	PC3	24	h	0.5	uM	0	0	3	5
BRD-K81418486	vorinostat	PC3	24	h	0.625	uM	1	0	1	1
BRD-K81418486	vorinostat	PC3	24	h	0.625	uM	1	1	3	1
BRD-K81418486	vorinostat	PC3	24	h	1	uM	0	0	9	1
BRD-K81418486	vorinostat	PC3	24	h	1.00106	uM	1	1	3	1
BRD-K81418486	vorinostat	PC3	24	h	1.11	uM	1	0	2	1
BRD-K81418486	vorinostat	PC3	24	h	1.11	uM	1	1	2	1
BRD-K81418486	vorinostat	PC3	24	h	1.11	uM	1	1	3	1
BRD-K81418486	vorinostat	PC3	24	h	1.1111	uM	0	0	1	1
BRD-K81418486	vorinostat	PC3	24	h	1.11111	uM	1	0	3	1
BRD-K81418486	vorinostat	PC3	24	h	1.11111	uM	1	1	3	3
BRD-K81418486	vorinostat	PC3	24	h	1.25	uM	1	0	1	1
BRD-K81418486	vorinostat	PC3	24	h	10	uM	0	0	1	3
BRD-K81418486	vorinostat	PC3	24	h	10	uM	0	0	2	11
BRD-K81418486	vorinostat	PC3	24	h	10	uM	0	0	3	5
BRD-K81418486	vorinostat	PC3	24	h	10	uM	0	0	4	7
BRD-K81418486	vorinostat	PC3	24	h	10	uM	0	0	5	2
BRD-K81418486	vorinostat	PC3	24	h	10	uM	0	0	9	1
BRD-K81418486	vorinostat	PC3	24	h	10	uM	1	0	1	6
BRD-K81418486	vorinostat	PC3	24	h	10	uM	1	0	3	1
BRD-K81418486	vorinostat	PC3	24	h	10	uM	1	1	12	1
BRD-K81418486	vorinostat	PC3	24	h	10	uM	1	1	2	7
BRD-K81418486	vorinostat	PC3	24	h	10	uM	1	1	3	25
BRD-K81418486	vorinostat	PC3	24	h	10	uM	1	1	4	1
BRD-K81418486	vorinostat	PC3	24	h	10	uM	1	1	5	8
BRD-K81418486	vorinostat	PC3	24	h	10.0106	uM	1	1	3	1
BRD-K81418486	vorinostat	PC3	24	h	11.1	uM	1	1	5	1
BRD-K81418486	vorinostat	PC3	24	h	2	uM	0	0	3	1
BRD-K81418486	vorinostat	PC3	24	h	2	uM	1	1	12	1
BRD-K81418486	vorinostat	PC3	24	h	2	uM	1	1	2	1
BRD-K81418486	vorinostat	PC3	24	h	2	uM	1	1	3	1
BRD-K81418486	vorinostat	PC3	24	h	2.5	uM	1	0	1	1
BRD-K81418486	vorinostat	PC3	24	h	2.5	uM	1	1	3	1
BRD-K81418486	vorinostat	PC3	24	h	20	uM	1	1	3	5
BRD-K81418486	vorinostat	PC3	24	h	3.33	uM	1	1	2	2
BRD-K81418486	vorinostat	PC3	24	h	3.33	uM	1	1	3	1
BRD-K81418486	vorinostat	PC3	24	h	3.3333	uM	0	0	1	1
BRD-K81418486	vorinostat	PC3	24	h	3.33333	uM	1	0	3	1
BRD-K81418486	vorinostat	PC3	24	h	3.33333	uM	1	1	3	3
BRD-K81418486	vorinostat	PC3	24	h	5	uM	0	0	9	1
BRD-K81418486	vorinostat	PC3	24	h	5	uM	1	0	1	1
BRD-K81418486	vorinostat	PC3	24	h	5	uM	1	1	3	6
BRD-K81418486	vorinostat	PC3	3	h	0.625	uM	1	1	3	1
BRD-K81418486	vorinostat	PC3	3	h	10	uM	1	1	3	1
BRD-K81418486	vorinostat	PC3	3	h	2.5	uM	1	1	3	1
BRD-K81418486	vorinostat	PC3	6	h	0.0012207	uM	1	0	6	1
BRD-K81418486	vorinostat	PC3	6	h	0.0015	uM	0	0	2	1
BRD-K81418486	vorinostat	PC3	6	h	0.00244141	uM	1	0	6	1
BRD-K81418486	vorinostat	PC3	6	h	0.0046	uM	0	0	2	1
BRD-K81418486	vorinostat	PC3	6	h	0.00488281	uM	1	0	6	1
BRD-K81418486	vorinostat	PC3	6	h	0.00976562	uM	1	0	6	1
BRD-K81418486	vorinostat	PC3	6	h	0.0137	uM	1	0	1	1
BRD-K81418486	vorinostat	PC3	6	h	0.0195312	uM	1	0	6	1
BRD-K81418486	vorinostat	PC3	6	h	0.0390625	uM	1	0	6	1
BRD-K81418486	vorinostat	PC3	6	h	0.0412	uM	0	0	2	1
BRD-K81418486	vorinostat	PC3	6	h	0.078125	uM	1	0	9	1
BRD-K81418486	vorinostat	PC3	6	h	0.08	uM	1	0	2	2
BRD-K81418486	vorinostat	PC3	6	h	0.08	uM	1	0	3	1
BRD-K81418486	vorinostat	PC3	6	h	0.08	uM	1	1	2	3
BRD-K81418486	vorinostat	PC3	6	h	0.08	uM	1	1	3	1
BRD-K81418486	vorinostat	PC3	6	h	0.1	uM	0	0	9	1
BRD-K81418486	vorinostat	PC3	6	h	0.1235	uM	0	0	2	1
BRD-K81418486	vorinostat	PC3	6	h	0.15625	uM	1	0	9	1
BRD-K81418486	vorinostat	PC3	6	h	0.2	uM	0	0	9	1
BRD-K81418486	vorinostat	PC3	6	h	0.3125	uM	1	0	3	1
BRD-K81418486	vorinostat	PC3	6	h	0.3704	uM	0	0	2	1
BRD-K81418486	vorinostat	PC3	6	h	0.4	uM	1	1	2	5
BRD-K81418486	vorinostat	PC3	6	h	0.4	uM	1	1	3	2
BRD-K81418486	vorinostat	PC3	6	h	0.625	uM	1	1	3	1
BRD-K81418486	vorinostat	PC3	6	h	1	uM	0	0	3	1
BRD-K81418486	vorinostat	PC3	6	h	1	uM	0	0	9	1
BRD-K81418486	vorinostat	PC3	6	h	1	uM	1	1	3	2
BRD-K81418486	vorinostat	PC3	6	h	1.1111	uM	0	0	2	1
BRD-K81418486	vorinostat	PC3	6	h	1.25	uM	1	1	3	1
BRD-K81418486	vorinostat	PC3	6	h	10	uM	0	0	2	2
BRD-K81418486	vorinostat	PC3	6	h	10	uM	0	0	5	1
BRD-K81418486	vorinostat	PC3	6	h	10	uM	1	0	1	4
BRD-K81418486	vorinostat	PC3	6	h	10	uM	1	1	2	5
BRD-K81418486	vorinostat	PC3	6	h	10	uM	1	1	3	8
BRD-K81418486	vorinostat	PC3	6	h	10	uM	1	1	4	5
BRD-K81418486	vorinostat	PC3	6	h	10	uM	1	1	5	9
BRD-K81418486	vorinostat	PC3	6	h	10	uM	1	1	9	1
BRD-K81418486	vorinostat	PC3	6	h	11.1	uM	1	1	4	1
BRD-K81418486	vorinostat	PC3	6	h	2	uM	1	1	2	5
BRD-K81418486	vorinostat	PC3	6	h	2	uM	1	1	3	2
BRD-K81418486	vorinostat	PC3	6	h	2.5	uM	1	1	3	1
BRD-K81418486	vorinostat	PC3	6	h	3.3333	uM	0	0	2	1
BRD-K81418486	vorinostat	PC3	6	h	5	uM	0	0	9	1
BRD-K81418486	vorinostat	PC3	6	h	5	uM	1	1	3	1
BRD-K81418486	vorinostat	VCAP	24	h	0.04	uM	1	1	2	1
BRD-K81418486	vorinostat	VCAP	24	h	0.08	uM	0	0	6	1
BRD-K81418486	vorinostat	VCAP	24	h	0.08	uM	1	0	3	3
BRD-K81418486	vorinostat	VCAP	24	h	0.08	uM	1	1	2	1
BRD-K81418486	vorinostat	VCAP	24	h	0.12	uM	1	1	2	1
BRD-K81418486	vorinostat	VCAP	24	h	0.37	uM	1	1	2	1
BRD-K81418486	vorinostat	VCAP	24	h	0.4	uM	0	0	6	1
BRD-K81418486	vorinostat	VCAP	24	h	0.4	uM	1	0	3	1
BRD-K81418486	vorinostat	VCAP	24	h	0.4	uM	1	1	2	1
BRD-K81418486	vorinostat	VCAP	24	h	0.4	uM	1	1	3	2
BRD-K81418486	vorinostat	VCAP	24	h	1	uM	0	0	4	1
BRD-K81418486	vorinostat	VCAP	24	h	1.11	uM	1	1	2	1
BRD-K81418486	vorinostat	VCAP	24	h	10	uM	0	0	1	3
BRD-K81418486	vorinostat	VCAP	24	h	10	uM	0	0	2	6
BRD-K81418486	vorinostat	VCAP	24	h	10	uM	0	0	3	6
BRD-K81418486	vorinostat	VCAP	24	h	10	uM	0	0	4	4
BRD-K81418486	vorinostat	VCAP	24	h	10	uM	0	0	5	2
BRD-K81418486	vorinostat	VCAP	24	h	10	uM	0	0	6	1
BRD-K81418486	vorinostat	VCAP	24	h	10	uM	1	0	1	11
BRD-K81418486	vorinostat	VCAP	24	h	10	uM	1	0	2	1
BRD-K81418486	vorinostat	VCAP	24	h	10	uM	1	0	23	1
BRD-K81418486	vorinostat	VCAP	24	h	10	uM	1	1	2	14
BRD-K81418486	vorinostat	VCAP	24	h	10	uM	1	1	3	9
BRD-K81418486	vorinostat	VCAP	24	h	10	uM	1	1	4	1
BRD-K81418486	vorinostat	VCAP	24	h	10	uM	1	1	6	1
BRD-K81418486	vorinostat	VCAP	24	h	11.1	uM	0	0	5	1
BRD-K81418486	vorinostat	VCAP	24	h	2	uM	0	0	6	1
BRD-K81418486	vorinostat	VCAP	24	h	2	uM	1	1	2	1
BRD-K81418486	vorinostat	VCAP	24	h	2	uM	1	1	3	3
BRD-K81418486	vorinostat	VCAP	24	h	20	uM	0	0	4	1
BRD-K81418486	vorinostat	VCAP	24	h	3.33	uM	1	0	1	1
BRD-K81418486	vorinostat	VCAP	24	h	30	uM	1	1	2	1
BRD-K81418486	vorinostat	VCAP	24	h	30	uM	1	1	4	1
BRD-K81418486	vorinostat	VCAP	24	h	5	uM	0	0	4	1
BRD-K81418486	vorinostat	VCAP	48	h	1	uM	0	0	4	1
BRD-K81418486	vorinostat	VCAP	48	h	5	uM	0	0	4	1
BRD-K81418486	vorinostat	VCAP	6	h	0.08	uM	1	0	2	1
BRD-K81418486	vorinostat	VCAP	6	h	0.08	uM	1	0	3	1
BRD-K81418486	vorinostat	VCAP	6	h	0.08	uM	1	1	2	1
BRD-K81418486	vorinostat	VCAP	6	h	0.08	uM	1	1	3	2
BRD-K81418486	vorinostat	VCAP	6	h	0.4	uM	0	0	2	1
BRD-K81418486	vorinostat	VCAP	6	h	0.4	uM	1	1	2	1
BRD-K81418486	vorinostat	VCAP	6	h	0.4	uM	1	1	3	3
BRD-K81418486	vorinostat	VCAP	6	h	1	uM	0	0	4	1
BRD-K81418486	vorinostat	VCAP	6	h	10	uM	0	0	2	3
BRD-K81418486	vorinostat	VCAP	6	h	10	uM	0	0	3	8
BRD-K81418486	vorinostat	VCAP	6	h	10	uM	0	0	4	4
BRD-K81418486	vorinostat	VCAP	6	h	10	uM	0	0	5	3
BRD-K81418486	vorinostat	VCAP	6	h	10	uM	1	0	2	1
BRD-K81418486	vorinostat	VCAP	6	h	10	uM	1	1	2	6
BRD-K81418486	vorinostat	VCAP	6	h	10	uM	1	1	3	15
BRD-K81418486	vorinostat	VCAP	6	h	10	uM	1	1	4	5
BRD-K81418486	vorinostat	VCAP	6	h	10	uM	1	1	5	6
BRD-K81418486	vorinostat	VCAP	6	h	11.1	uM	1	1	4	1
BRD-K81418486	vorinostat	VCAP	6	h	2	uM	1	1	2	2
BRD-K81418486	vorinostat	VCAP	6	h	2	uM	1	1	3	3
BRD-K81418486	vorinostat	VCAP	6	h	20	uM	0	0	4	1
BRD-K81418486	vorinostat	VCAP	6	h	30	uM	1	1	2	1
BRD-K81418486	vorinostat	VCAP	6	h	30	uM	1	1	4	1
BRD-K81418486	vorinostat	VCAP	6	h	5	uM	0	0	4	1
BRD-K82928847	ACY-1215	PC3	24	h	0.00949668	uM	1	0	2	1
BRD-K82928847	ACY-1215	PC3	24	h	0.02849	uM	1	0	2	1
BRD-K82928847	ACY-1215	PC3	24	h	0.04	uM	1	0	2	1
BRD-K82928847	ACY-1215	PC3	24	h	0.0411523	uM	1	0	3	1
BRD-K82928847	ACY-1215	PC3	24	h	0.0854701	uM	1	1	2	1
BRD-K82928847	ACY-1215	PC3	24	h	0.12	uM	1	0	2	1
BRD-K82928847	ACY-1215	PC3	24	h	0.123457	uM	1	0	3	1
BRD-K82928847	ACY-1215	PC3	24	h	0.25641	uM	1	0	2	1
BRD-K82928847	ACY-1215	PC3	24	h	0.37	uM	1	0	2	1
BRD-K82928847	ACY-1215	PC3	24	h	0.37037	uM	1	1	3	1
BRD-K82928847	ACY-1215	PC3	24	h	0.769231	uM	1	1	2	1
BRD-K82928847	ACY-1215	PC3	24	h	1.11	uM	1	0	2	1
BRD-K82928847	ACY-1215	PC3	24	h	1.11111	uM	1	1	2	1
BRD-K82928847	ACY-1215	PC3	24	h	10	uM	1	1	2	1
BRD-K82928847	ACY-1215	PC3	24	h	10	uM	1	1	3	1
BRD-K82928847	ACY-1215	PC3	24	h	2.30769	uM	1	1	2	1
BRD-K82928847	ACY-1215	PC3	24	h	3.33	uM	1	0	2	1
BRD-K82928847	ACY-1215	PC3	24	h	3.33333	uM	1	1	3	1
BRD-K83837640	JNJ-26481585	PC3	24	h	0.00949668	uM	1	1	2	1
BRD-K83837640	JNJ-26481585	PC3	24	h	0.02849	uM	1	0	1	1
BRD-K83837640	JNJ-26481585	PC3	24	h	0.0411523	uM	1	1	2	1
BRD-K83837640	JNJ-26481585	PC3	24	h	0.0854701	uM	0	0	2	1
BRD-K83837640	JNJ-26481585	PC3	24	h	0.123457	uM	1	1	3	1
BRD-K83837640	JNJ-26481585	PC3	24	h	0.25641	uM	1	1	2	1
BRD-K83837640	JNJ-26481585	PC3	24	h	0.37037	uM	1	1	3	1
BRD-K83837640	JNJ-26481585	PC3	24	h	0.769231	uM	1	1	2	1
BRD-K83837640	JNJ-26481585	PC3	24	h	1.11111	uM	1	1	3	1
BRD-K83837640	JNJ-26481585	PC3	24	h	10	uM	1	0	5	1
BRD-K83837640	JNJ-26481585	PC3	24	h	10	uM	1	1	3	1
BRD-K83837640	JNJ-26481585	PC3	24	h	2.30769	uM	1	1	2	1
BRD-K83837640	JNJ-26481585	PC3	24	h	3.33333	uM	1	1	3	1
BRD-K83837640	JNJ-26481585	PC3	6	h	10	uM	1	1	3	1
BRD-K83837640	JNJ-26481585	VCAP	24	h	10	uM	0	0	5	1
BRD-K83837640	JNJ-26481585	VCAP	6	h	10	uM	0	0	5	1
BRD-K86797399	SB-939	PC3	24	h	0.00949668	uM	1	1	2	1
BRD-K86797399	SB-939	PC3	24	h	0.02849	uM	1	0	2	1
BRD-K86797399	SB-939	PC3	24	h	0.04	uM	1	1	2	1
BRD-K86797399	SB-939	PC3	24	h	0.0411523	uM	1	1	3	1
BRD-K86797399	SB-939	PC3	24	h	0.0854701	uM	1	1	2	1
BRD-K86797399	SB-939	PC3	24	h	0.12	uM	1	0	2	1
BRD-K86797399	SB-939	PC3	24	h	0.123457	uM	1	1	3	1
BRD-K86797399	SB-939	PC3	24	h	0.25641	uM	1	1	2	1
BRD-K86797399	SB-939	PC3	24	h	0.37	uM	0	0	2	1
BRD-K86797399	SB-939	PC3	24	h	0.37037	uM	1	1	3	1
BRD-K86797399	SB-939	PC3	24	h	0.769231	uM	1	1	2	1
BRD-K86797399	SB-939	PC3	24	h	1.11	uM	1	1	2	1
BRD-K86797399	SB-939	PC3	24	h	1.11111	uM	1	1	3	1
BRD-K86797399	SB-939	PC3	24	h	10	uM	1	1	2	1
BRD-K86797399	SB-939	PC3	24	h	10	uM	1	1	3	1
BRD-K86797399	SB-939	PC3	24	h	2.30769	uM	1	1	2	1
BRD-K86797399	SB-939	PC3	24	h	3.33	uM	1	1	2	1
BRD-K86797399	SB-939	PC3	24	h	3.33333	uM	1	1	3	1
BRD-K88742110	PCI-34051	PC3	24	h	0.04	uM	1	0	3	1
BRD-K88742110	PCI-34051	PC3	24	h	0.078125	uM	0	0	2	1
BRD-K88742110	PCI-34051	PC3	24	h	0.12	uM	1	0	3	1
BRD-K88742110	PCI-34051	PC3	24	h	0.15625	uM	1	0	12	1
BRD-K88742110	PCI-34051	PC3	24	h	0.15625	uM	1	0	2	1
BRD-K88742110	PCI-34051	PC3	24	h	0.3125	uM	1	0	2	1
BRD-K88742110	PCI-34051	PC3	24	h	0.37	uM	1	0	3	1
BRD-K88742110	PCI-34051	PC3	24	h	0.625	uM	1	0	12	1
BRD-K88742110	PCI-34051	PC3	24	h	0.625	uM	1	1	2	1
BRD-K88742110	PCI-34051	PC3	24	h	1.11	uM	1	0	3	1
BRD-K88742110	PCI-34051	PC3	24	h	1.25	uM	0	0	2	1
BRD-K88742110	PCI-34051	PC3	24	h	10	uM	0	0	5	1
BRD-K88742110	PCI-34051	PC3	24	h	10	uM	1	0	2	1
BRD-K88742110	PCI-34051	PC3	24	h	10	uM	1	0	3	1
BRD-K88742110	PCI-34051	PC3	24	h	10	uM	1	1	12	1
BRD-K88742110	PCI-34051	PC3	24	h	2.5	uM	1	0	12	1
BRD-K88742110	PCI-34051	PC3	24	h	2.5	uM	1	0	2	1
BRD-K88742110	PCI-34051	PC3	24	h	3.33	uM	1	0	3	1
BRD-K88742110	PCI-34051	PC3	24	h	5	uM	1	0	2	1
BRD-K88742110	PCI-34051	PC3	6	h	0.078125	uM	1	0	6	1
BRD-K88742110	PCI-34051	PC3	6	h	0.15625	uM	1	0	12	1
BRD-K88742110	PCI-34051	PC3	6	h	0.15625	uM	1	0	6	1
BRD-K88742110	PCI-34051	PC3	6	h	0.3125	uM	1	0	6	1
BRD-K88742110	PCI-34051	PC3	6	h	0.625	uM	1	0	12	1
BRD-K88742110	PCI-34051	PC3	6	h	0.625	uM	1	0	6	1
BRD-K88742110	PCI-34051	PC3	6	h	1.25	uM	1	0	6	1
BRD-K88742110	PCI-34051	PC3	6	h	10	uM	1	0	5	1
BRD-K88742110	PCI-34051	PC3	6	h	10	uM	1	0	6	1
BRD-K88742110	PCI-34051	PC3	6	h	10	uM	1	1	12	1
BRD-K88742110	PCI-34051	PC3	6	h	2.5	uM	1	0	12	1
BRD-K88742110	PCI-34051	PC3	6	h	2.5	uM	1	0	6	1
BRD-K88742110	PCI-34051	PC3	6	h	5	uM	1	0	6	1
BRD-K88742110	PCI-34051	VCAP	24	h	10	uM	1	0	5	1
BRD-K88742110	PCI-34051	VCAP	6	h	10	uM	1	0	5	1
BRD-K89391146	RG-108	22RV1	24	h	1.11111	uM	1	0	1	1
BRD-K89391146	RG-108	22RV1	24	h	10	uM	1	0	1	1
BRD-K89391146	RG-108	22RV1	24	h	3.33333	uM	1	0	1	1
BRD-K89391146	RG-108	PC3	24	h	0.04	uM	0	0	2	1
BRD-K89391146	RG-108	PC3	24	h	0.12	uM	1	0	2	1
BRD-K89391146	RG-108	PC3	24	h	0.37	uM	1	0	2	1
BRD-K89391146	RG-108	PC3	24	h	1.11	uM	1	0	2	1
BRD-K89391146	RG-108	PC3	24	h	10	uM	1	0	2	1
BRD-K89391146	RG-108	PC3	24	h	3.33	uM	1	0	2	1
BRD-K89391146	RG-108	PC3	24	h	80	uM	1	0	5	1
BRD-K89391146	RG-108	PC3	6	h	80	uM	1	1	4	1
BRD-K89391146	RG-108	VCAP	24	h	80	uM	1	0	5	1
BRD-K89391146	RG-108	VCAP	6	h	80	uM	1	0	4	1
BRD-K94335714	MC1568	PC3	24	h	0.04	uM	0	0	2	1
BRD-K94335714	MC1568	PC3	24	h	0.12	uM	0	0	2	1
BRD-K94335714	MC1568	PC3	24	h	0.37	uM	1	0	2	1
BRD-K94335714	MC1568	PC3	24	h	1.11	uM	0	0	2	1
BRD-K94335714	MC1568	PC3	24	h	10	uM	0	0	2	1
BRD-K94335714	MC1568	PC3	24	h	3.33	uM	1	0	2	1
BRD-K98426715	tubacin	PC3	24	h	10	uM	1	1	5	1
BRD-K98426715	tubacin	PC3	6	h	10	uM	1	0	5	1
BRD-K98426715	tubacin	VCAP	24	h	10	uM	1	1	5	1
BRD-K98426715	tubacin	VCAP	6	h	10	uM	1	0	5	1
